timestamp,temp,wind_speed,irradiance,grid_demand,market_price,energy_output,predicted_output
2025-06-18 21:00:00,33.74,6.16,75,832.2638162321215,43.066443430722316,36.69,38.83143762582027
2025-06-19 00:00:00,33.64,5.97,54,1145.908936813613,46.74806301114013,42.559999999999995,43.63817884209374
2025-06-19 03:00:00,31.71,5.74,77,962.6244316769227,39.04700472830771,34.235,31.168998222252903
2025-06-19 06:00:00,28.82,5.54,86,1182.394197856866,35.26532659239536,29.69,28.680520466351922
2025-06-19 09:00:00,26.41,4.61,2,1006.7005496334953,52.95063835970045,51.825,54.784050467368246
2025-06-19 12:00:00,24.98,3.95,1,1164.7366751304462,55.078618272868155,50.09,52.904184640061985
2025-06-19 15:00:00,30.03,4.14,0,979.3189694738604,44.09960581224979,53.295,54.58338454149741
2025-06-19 18:00:00,34.65,3.9,0,961.9639087041337,33.38509978429261,55.125,55.26582673714465
2025-06-19 21:00:00,36.47,4.67,0,1110.7250973262155,39.18836137771744,57.575,58.47201394511716
2025-06-20 00:00:00,35.2,4.88,0,1059.9422950484827,52.59159919016855,57.36,57.38052862497835
2025-06-20 03:00:00,31.08,4.11,0,1070.66234504153,45.57649201554193,53.76,52.3556309733892
2025-06-20 06:00:00,29.29,4.83,0,1078.1567671128864,52.075372394703194,54.305,54.62170159212405
2025-06-20 09:00:00,27.58,4.21,0,1084.1461418507217,49.36066636562461,52.21,51.81608373655835
2025-06-20 12:00:00,26.53,3.89,0,978.8553505462812,56.81734751098685,51.045,53.00426507877192
2025-06-20 15:00:00,30.47,4.86,0,1016.4364222329149,52.01117789642165,54.955,55.37881603653164
2025-06-20 18:00:00,34.89,5.62,0,922.1085672644767,42.864160574073395,58.685,56.393871001327774
2025-06-20 21:00:00,36.47,6.17,0,990.8613178439482,36.52452794688839,60.575,58.13282876213363
2025-06-21 00:00:00,35.29,6.16,0,966.7061109694994,31.873743075130186,59.965,58.243699560283275
2025-06-21 03:00:00,30.93,6.13,0,961.0180098363751,58.69246750794345,57.725,58.18337205130383
2025-06-21 06:00:00,29.36,6.17,0,979.3432876000195,40.00409990436579,57.019999999999996,56.257723823986254
2025-06-21 09:00:00,27.33,4.88,0,944.0278055022276,56.13560889927713,53.425,57.300240005402465
2025-06-21 12:00:00,26.07,4.54,0,855.309204527357,34.90890469439757,52.115,50.81373390258293
2025-06-21 15:00:00,30.21,5.68,0,1067.6663225225464,44.870550634012616,56.465,54.31696220303731
2025-06-21 18:00:00,34.71,5.96,0,970.4758290687088,57.39895020962952,59.275,55.997348631675735
2025-06-21 21:00:00,36.15,6.39,0,1050.8322339392648,55.985476401695365,60.855,63.19774829381156
2025-06-22 00:00:00,34.23,6.36,0,1015.4565223536655,47.086537638367794,59.835,59.01642686508238
2025-06-22 03:00:00,31.12,4.74,0,928.0670317235285,45.56211693306482,55.04,58.22594631555414
2025-06-22 06:00:00,28.85,5.26,0,1029.502720773031,38.759331831136784,54.945,56.23505083660742
2025-06-22 09:00:00,26.95,4.47,0,856.4358886386589,53.01661759404897,52.415,52.296890026645016
2025-06-22 12:00:00,25.33,4.09,0,905.2973051128249,33.80816059413405,50.845,52.31060431828607
2025-06-22 15:00:00,29.43,5.1,0,947.4562494298093,36.81740981372468,54.915,54.13458733250736
2025-06-22 18:00:00,34.09,5.49,0,1009.0953912024747,40.92676049117879,58.025000000000006,55.66308338149401
2025-06-22 21:00:00,35.89,5.82,0,1162.065218074921,32.143623860103055,59.585,62.42511201446508
2025-06-23 00:00:00,33.84,6.36,0,914.3578599529943,49.836762434885145,59.64,57.84849175852469
2025-06-23 03:00:00,31.11,3.87,0,1197.6770903090373,48.00592311109219,53.295,53.26820254002151
2025-06-23 06:00:00,29.01,4.49,0,1068.6801844258273,50.29049605614695,53.485,57.669509509918434
2025-06-23 09:00:00,27.14,3.97,0,1086.4817739501577,49.29192790658708,51.510000000000005,51.1135691097068
2025-06-23 12:00:00,25.82,3.69,0,1049.079053907977,59.47775260480847,50.29,49.9326772715472
2025-06-23 15:00:00,29.71,4.24,0,962.8661703577806,39.975843960522155,53.335,54.07582357454179
2025-06-23 18:00:00,34.28,4.58,0,910.930063913961,45.37311379931906,56.3,53.16007935239574
