timestamp,temp,wind_speed,irradiance,grid_demand,market_price,energy_output,predicted_output
2025-06-18 21:00:00,33.74,6.16,75,930.9198350555821,37.64327011595751,36.69,38.274711184189464
2025-06-19 00:00:00,33.64,5.97,54,857.8676736472082,33.89449394520925,42.559999999999995,42.9407086063746
2025-06-19 03:00:00,31.71,5.74,77,903.7463125077082,50.98350890138464,34.235,30.846882276118453
2025-06-19 06:00:00,28.82,5.54,86,1018.6590338128434,58.73670897997714,29.69,27.900141545117403
2025-06-19 09:00:00,26.41,4.61,2,1032.408630881111,53.581889916138685,51.825,50.41799719537143
2025-06-19 12:00:00,24.98,3.95,1,1006.1679417005951,46.36773842528894,50.09,51.29933263883215
2025-06-19 15:00:00,30.03,4.14,0,1101.0207357033491,47.23211502854638,53.295,54.71369884608498
2025-06-19 18:00:00,34.65,3.9,0,1168.1346829056824,59.83983440872356,55.125,59.0360608673641
2025-06-19 21:00:00,36.47,4.67,0,874.4243605809444,44.858144658974894,57.575,59.47523780291125
2025-06-20 00:00:00,35.2,4.88,0,998.2482317396068,46.36600265450791,57.36,56.216146286734265
2025-06-20 03:00:00,31.08,4.11,0,851.1706132044774,56.00771153547363,53.76,51.56652448736911
2025-06-20 06:00:00,29.29,4.83,0,845.413832301499,39.47012489373,54.305,53.82356300435408
2025-06-20 09:00:00,27.58,4.21,0,1207.7396608937297,33.80846311048706,52.21,51.269304841946784
2025-06-20 12:00:00,26.53,3.89,0,966.3100674137183,44.53855106478913,51.045,53.74134839325342
2025-06-20 15:00:00,30.47,4.86,0,897.7563963344165,41.98160798247363,54.955,54.5744944067092
2025-06-20 18:00:00,34.89,5.62,0,1140.775851645643,53.448495480759775,58.685,60.84095274425341
2025-06-20 21:00:00,36.47,6.17,0,1125.5859049404137,59.20056911498499,60.575,61.39886306448965
2025-06-21 00:00:00,35.29,6.16,0,1235.986239470541,44.397252756025125,59.965,57.43013558976044
2025-06-21 03:00:00,30.93,6.13,0,1010.5025463621014,41.34909666969475,57.725,56.68811729570424
2025-06-21 06:00:00,29.36,6.17,0,1069.349163944281,42.27544504256243,57.019999999999996,56.263989025682996
2025-06-21 09:00:00,27.33,4.88,0,1361.9546825464686,40.02380806227377,53.425,57.18250260896686
2025-06-21 12:00:00,26.07,4.54,0,957.3995011832501,40.49058228459306,52.115,54.66513377810518
2025-06-21 15:00:00,30.21,5.68,0,1076.5373533076108,39.85082911299409,56.465,55.3260384418504
2025-06-21 18:00:00,34.71,5.96,0,1108.191881799826,51.544442578530735,59.275,56.105525131551275
2025-06-21 21:00:00,36.15,6.39,0,770.8745500499695,39.19205429007223,60.855,62.65382297923576
2025-06-22 00:00:00,34.23,6.36,0,1046.1632826068187,51.74042589451693,59.835,58.4288215584927
2025-06-22 03:00:00,31.12,4.74,0,1032.3857675523332,37.53863015655115,55.04,54.07509124513009
2025-06-22 06:00:00,28.85,5.26,0,1076.278939345895,30.492359384443578,54.945,52.73576787648598
2025-06-22 09:00:00,26.95,4.47,0,981.3680616676901,46.63993696207867,52.415,54.81787532968804
2025-06-22 12:00:00,25.33,4.09,0,929.0929684455119,31.961763926715335,50.845,49.618918777018095
2025-06-22 15:00:00,29.43,5.1,0,1051.6696729202258,45.97633367554813,54.915,51.64484945342818
2025-06-22 18:00:00,34.09,5.49,0,916.0725261568288,37.49921962961112,58.025000000000006,57.29066580253125
2025-06-22 21:00:00,35.89,5.82,0,880.3326533963392,35.365224794049794,59.585,60.60658374689864
2025-06-23 00:00:00,33.84,6.36,0,1270.0579804203226,39.11049985366,59.64,64.6523098278376
2025-06-23 03:00:00,31.11,3.87,0,899.282216786668,37.92941375913432,53.295,52.448656921341914
2025-06-23 06:00:00,29.01,4.49,0,984.9613458529609,34.831116560283604,53.485,53.86313879405926
2025-06-23 09:00:00,27.14,3.97,0,1029.278981879681,49.039018462332244,51.510000000000005,49.677405468488985
2025-06-23 12:00:00,25.82,3.69,0,897.432946539842,32.13184025336072,50.29,52.76086306644231
2025-06-23 15:00:00,29.71,4.24,0,1004.0751167769298,57.37599911115441,53.335,53.97577914259105
2025-06-23 18:00:00,34.28,4.58,0,892.3290314376793,42.55286353127727,56.3,53.19797018784007
